place,cote,yearStart,yearEnd,url
Bressuire,3 Q 4/315,1847,1853,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa5cbc92d4241c3e6/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/390,1847,1853,https://archives-deux-sevres-vienne.fr/ark:/58825/vta63e99d340272c85d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
La Mothe-Saint-Héray,3 Q 17/258,1847,1861,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaf4bc17bac2914f7e/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/574,1848,1850,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9d4138c898b61b76/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/441,1849,1850,https://archives-deux-sevres-vienne.fr/ark:/58825/vta250fd997e30964db/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/442,1849,1854,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2787b4a6ea664a95/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/42,1849,1857,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaba02ce02ba869f2c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,3 Q 9/301,1849,1862,https://archives-deux-sevres-vienne.fr/ark:/58825/vta160d95fc6ef51819/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/575,1850,1854,https://archives-deux-sevres-vienne.fr/ark:/58825/vta72b507cfd6317730/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/409,1850,1855,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6afa30a19de0ab0b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/520,1850,1856,https://archives-deux-sevres-vienne.fr/ark:/58825/vta4173e70bbf1068b5/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Airvault,3 Q 2/52,1850,1858,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac38fd261f17cd692/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Brioux-sur-Boutonne,3 Q 5/195,1851,1859,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9a2bd5ec278f894a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Sauzé-Vaussais,3 Q 21/290,1851,1861,https://archives-deux-sevres-vienne.fr/ark:/58825/vtab1b31cbde789d03a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mauzé-sur-le-Mignon,3 Q 13/296,1852,1860,https://archives-deux-sevres-vienne.fr/ark:/58825/vta8d1eca225de7bbfc/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/31,1852,1861,https://archives-deux-sevres-vienne.fr/ark:/58825/vtacfe38fae6f43b1ae/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Châtillon-sur-Sèvre,3 Q 8/192,1852,1862,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaec019ea50a924535/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/187,1852,1863,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2387e7820a5639cf/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thénezay,3 Q 23/192,1852,1871,https://archives-deux-sevres-vienne.fr/ark:/58825/vta4bc5fc32d3245119/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/410,1853,1857,https://archives-deux-sevres-vienne.fr/ark:/58825/vta198a6544aa019b5d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/391,1853,1858,https://archives-deux-sevres-vienne.fr/ark:/58825/vta72f9568477051e6e/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/316,1853,1859,https://archives-deux-sevres-vienne.fr/ark:/58825/vta40528c169331175f/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/576,1854,1856,https://archives-deux-sevres-vienne.fr/ark:/58825/vta630cea9021f4cef1/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Lezay,3 Q 12/136,1854,1865,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9eb177583f2d39fb/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Secondigny,3 Q 22/151,1854,1866,https://archives-deux-sevres-vienne.fr/ark:/58825/vtafcd4c83de007a0e5/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Ménigoute,3 Q 26/57,1854,1871,https://archives-deux-sevres-vienne.fr/ark:/58825/vta54b9c206ddc937f0/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/443,1855,1860,https://archives-deux-sevres-vienne.fr/ark:/58825/vta54cda2c696c4b046/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/521,1855,1862,https://archives-deux-sevres-vienne.fr/ark:/58825/vta7c2a02b247bab921/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Champdeniers,3 Q 7/203,1855,1869,https://archives-deux-sevres-vienne.fr/ark:/58825/vtab98c07e847e7287b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/577,1856,1859,https://archives-deux-sevres-vienne.fr/ark:/58825/vta53685a427f92de03/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/411,1857,1861,https://archives-deux-sevres-vienne.fr/ark:/58825/vta03e29e2ada6ecd72/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/276,1857,1865,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2e85c5b1429f6e4a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/444,1858,1864,https://archives-deux-sevres-vienne.fr/ark:/58825/vtabb29e8d14877ac29/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/392,1858,1864,https://archives-deux-sevres-vienne.fr/ark:/58825/vta66c50a6bd3f39f75/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/578,1859,1862,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6127ca0b6bb2424d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/317,1859,1864,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa55a71baa95f0741/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mauzé-sur-le-Mignon,3 Q 13/297,1859,1867,https://archives-deux-sevres-vienne.fr/ark:/58825/vta25d559b6a31b4c16/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Airvault,3 Q 2/53,1859,1868,https://archives-deux-sevres-vienne.fr/ark:/58825/vta0f43988dcd20b6b0/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Brioux-sur-Boutonne,3 Q 5/196,1859,1871,https://archives-deux-sevres-vienne.fr/ark:/58825/vta1cf3878aad1315d4/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
La Mothe-Saint-Héray,3 Q 17/259,1860,1873,https://archives-deux-sevres-vienne.fr/ark:/58825/vta81ae97dff1a2ccbe/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/579,1861,1866,https://archives-deux-sevres-vienne.fr/ark:/58825/vtadb31039f18ac1d85/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/412,1861,1866,https://archives-deux-sevres-vienne.fr/ark:/58825/vta98d0fe843c620832/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/32,1861,1869,https://archives-deux-sevres-vienne.fr/ark:/58825/vta329092a8ef32a5b0/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,3 Q 9/302,1861,1871,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac739ae5821c48ae9/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/522,1862,1869,https://archives-deux-sevres-vienne.fr/ark:/58825/vta936284f0d245a427/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Sauzé-Vaussais,3 Q 21/291,1862,1870,https://archives-deux-sevres-vienne.fr/ark:/58825/vta0d71211acb670580/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Châtillon-sur-Sèvre,3 Q 8/193,1863,1871,https://archives-deux-sevres-vienne.fr/ark:/58825/vta447c4a17a6779e88/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/188,1863,1873,https://archives-deux-sevres-vienne.fr/ark:/58825/vtae9ca22a57e9aa9d6/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1444,1864,1866,https://archives-deux-sevres-vienne.fr/ark:/58825/vtacc7b7902f7842de4/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/318,1864,1869,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad4903c2110ae647c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/445,1864,1870,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaf94872548360ff24/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/448,1864,1871,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5a9424b6dee7b9d4/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Beauvoir-sur-Niort,3 Q 25/70,1864,1873,https://archives-deux-sevres-vienne.fr/ark:/58825/vta479c935237d7513d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/277,1865,1873,https://archives-deux-sevres-vienne.fr/ark:/58825/vtafb818c2570702191/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Lezay,3 Q 12/167,1865,1878,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5099e9f27bd8f401/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1445,1866,1869,https://archives-deux-sevres-vienne.fr/ark:/58825/vtae31878bb55c893cf/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/413,1866,1870,https://archives-deux-sevres-vienne.fr/ark:/58825/vta62c87ebac965e183/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/523,1869,1873,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad0f0322809566a3e/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1448,1866,1876,https://archives-deux-sevres-vienne.fr/ark:/58825/vtafab584e0ccf9836f/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Secondigny,3 Q 22/152,1866,1877,https://archives-deux-sevres-vienne.fr/ark:/58825/vta497a3693746c9a32/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mauzé-sur-le-Mignon,3 Q 13/298,1867,1874,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaf57125db27bd1d81/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Airvault,3 Q 2/54,1868,1876,https://archives-deux-sevres-vienne.fr/ark:/58825/vtae6eb10df3dea7d15/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mauzé-sur-le-Mignon,3 Q 13/373,1868,1887,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac6ac00b2796945b8/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1446,1869,1871,https://archives-deux-sevres-vienne.fr/ark:/58825/vta30e77d74a57fa256/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/319,1869,1873,https://archives-deux-sevres-vienne.fr/ark:/58825/vta5590f024e3bf15bc/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Champdeniers,3 Q 7/204,1869,1886,https://archives-deux-sevres-vienne.fr/ark:/58825/vta3a5b952d307ee560/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/414,1870,1876,https://archives-deux-sevres-vienne.fr/ark:/58825/vta13b7067c9e62ec47/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/446,1870,1878,https://archives-deux-sevres-vienne.fr/ark:/58825/vta7822e205e9fb2b8d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Sauzé-Vaussais,3 Q 21/292,1870,1881,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaac469959816bbad2/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Châtillon-sur-Sèvre,3 Q 8/194,1870,1883,https://archives-deux-sevres-vienne.fr/ark:/58825/vta03a310267f3860df/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Celles-sur-Belle,3 Q 6/41,1870,1889,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaf4e1f51fbd8716b5/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1447,1871,1873,https://archives-deux-sevres-vienne.fr/ark:/58825/vta36407af539597ca7/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/431,1871,1876,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa6e1430eece7cad7/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,3 Q 9/303,1871,1879,https://archives-deux-sevres-vienne.fr/ark:/58825/vta22d819c08ce923e3/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Brioux-sur-Boutonne,3 Q 5/197,1871,1884,https://archives-deux-sevres-vienne.fr/ark:/58825/vta4b5a855fdca81135/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Ménigoute,3 Q 26/53,1871,1884,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac153573a078715d6/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thénezay,3 Q 23/218,1871,1893,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6193b73b08f5b460/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/320,1873,1880,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaebe3b4508045134c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/524,1873,1881,https://archives-deux-sevres-vienne.fr/ark:/58825/vta7e898caa01ae30b3/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/278,1873,1882,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac274ebe2b713822e/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Beauvoir-sur-Niort,3 Q 25/71,1873,1884,https://archives-deux-sevres-vienne.fr/ark:/58825/vta1930df74991b41d0/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/189,1873,1888,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2f7bdf627e120e51/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
La Mothe-Saint-Héray,3 Q 17/260,1874,1893,https://archives-deux-sevres-vienne.fr/ark:/58825/vta517361b319a06051/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1449,1876,1879,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6ce9aac6ec135a13/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1450,1876,1881,https://archives-deux-sevres-vienne.fr/ark:/58825/vta9698a337e42af78b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Airvault,3 Q 2/55,1876,1889,https://archives-deux-sevres-vienne.fr/ark:/58825/vta68b4071af3002816/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/432,1877,1885,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa08529cf234a8247/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/415,1877,1886,https://archives-deux-sevres-vienne.fr/ark:/58825/vta654fd0d450b3e556/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/447,1877,1890,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa5470f33d13e825a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Secondigny,3 Q 22/153,1878,1888,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6022bb763db58e5e/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/33,1879,1888,https://archives-deux-sevres-vienne.fr/ark:/58825/vta701d93b961eac1ef/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,3 Q 9/304,1879,1889,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad21fe4e27539a6fb/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Lezay,3 Q 12/168,1879,1891,https://archives-deux-sevres-vienne.fr/ark:/58825/vta00f8eb5b278e6b5f/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/321,1880,1886,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaec62acc2f63a3462/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mazières-en-Gâtine,3 Q 14/21,1880,1900,https://archives-deux-sevres-vienne.fr/ark:/58825/vtab8d3353ad4bae388/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/525,1881,1887,https://archives-deux-sevres-vienne.fr/ark:/58825/vta51eab3502583cab3/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Sauzé-Vaussais,3 Q 21/293,1881,1894,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac655dfd584f0787f/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1451,1882,1884,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac322f1295ea6a3e0/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/279,1882,1893,https://archives-deux-sevres-vienne.fr/ark:/58825/vta736f1e567f28c5a9/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Châtillon-sur-Sèvre,3 Q 8/195,1883,1895,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad03272a21dfa9040/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Beauvoir-sur-Niort,3 Q 25/72,1883,1899,https://archives-deux-sevres-vienne.fr/ark:/58825/vta47fee67d16d40a01/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Brioux-sur-Boutonne,3 Q 5/198,1884,1892,https://archives-deux-sevres-vienne.fr/ark:/58825/vta59d3cb5ede0b028d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1452,1885,1887,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad7180b95baeb5041/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Parthenay,3 Q 19/478,1885,1897,https://archives-deux-sevres-vienne.fr/ark:/58825/vta98750f3dc35c0abe/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Ménigoute,3 Q 26/58,1885,1902,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaae83ea68dc50ee41/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Champdeniers,3 Q 7/214,1885,1905,https://archives-deux-sevres-vienne.fr/ark:/58825/vta09558ade2a271f1f/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/322,1886,1891,https://archives-deux-sevres-vienne.fr/ark:/58825/vta4931d53b6e242bd7/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/433,1886,1894,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6789990928e2e9ab/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Mauzé-sur-le-Mignon,3 Q 13/374,1887,1898,https://archives-deux-sevres-vienne.fr/ark:/58825/vta8fc70d1bce0d9e83/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1453,1888,1890,https://archives-deux-sevres-vienne.fr/ark:/58825/vta22b4ea958cc33109/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/526,1888,1891,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac83ec9a547326c2d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Moncoutant,3 Q 16/190,1888,1897,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac70f3785e85889fe/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/34,1888,1899,https://archives-deux-sevres-vienne.fr/ark:/58825/vta64dead4f65421a27/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Airvault,3 Q 2/56,1889,1902,https://archives-deux-sevres-vienne.fr/ark:/58825/vta0d2147361f1b0922/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,3 Q 9/373,1889,1902,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6341fa52697370be/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Secondigny,3 Q 22/185,1889,1902,https://archives-deux-sevres-vienne.fr/ark:/58825/vta1722945a5b02dc9a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,3 Q 15/448,1889,1905,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaf2482c0cca8df785/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Celles-sur-Belle,3 Q 6/82,1890,1906,https://archives-deux-sevres-vienne.fr/ark:/58825/vta8e395b79457b4c21/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1454,1891,1893,https://archives-deux-sevres-vienne.fr/ark:/58825/vtabcb1abd97d472124/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/323,1891,1897,https://archives-deux-sevres-vienne.fr/ark:/58825/vta1f163a653ed9e465/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Lezay,3 Q 12/181,1891,1902,https://archives-deux-sevres-vienne.fr/ark:/58825/vta8e45813e38279391/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Sauzé-Vaussais,3 Q 21/355,1891,1905,https://archives-deux-sevres-vienne.fr/ark:/58825/vta537d620f2252681c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,3 Q 24/527,1892,1896,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa8b879e5ef77e0d7/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Brioux-sur-Boutonne,3 Q 5/268,1892,1902,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaaf30917bac929099/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thénezay,3 Q 23/219,1892,1908,https://archives-deux-sevres-vienne.fr/ark:/58825/vtacfd4b751ee4c36d4/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,3 Q 18/1455,1894,1897,https://archives-deux-sevres-vienne.fr/ark:/58825/vta461a554a14f6ef67/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Coulonges-sur-l'Autize,3 Q 11/291,1894,1904,https://archives-deux-sevres-vienne.fr/ark:/58825/vta8431e95236f8ef3c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
La Mothe-Saint-Héray,3 Q 17/314,1894,1915,https://archives-deux-sevres-vienne.fr/ark:/58825/vtae10f378272a508da/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,3 Q 20/449,1895,1903,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2a99de2e1a95d0e7/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Châtillon-sur-Sèvre,3 Q 8/240,1895,1911,https://archives-deux-sevres-vienne.fr/ark:/58825/vta57c3b1a6aaeb8a43/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,3 Q 4/396,1896,1903,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaacee87929618ea3c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
