place,cote,yearStart,yearEnd,url
Bressuire,1497 W 7,1959,1960,https://archives-deux-sevres-vienne.fr/ark:/58825/vta62c6eb3c45602336/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,1485 W 3,1959,1962,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2decc730ef5dc676/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 11,1960,1960,https://archives-deux-sevres-vienne.fr/ark:/58825/vta36ace9adfe6c982c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 12,1960,1961,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaf19b11fd2b694068/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,1467 W 5,1961,1963,https://archives-deux-sevres-vienne.fr/ark:/58825/vta257587e65b37b130/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,1497 W 10,1961,1967,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2d85028bb08c6b83/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,1497 W 8,1961,1968,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2e09c8c452ce26db/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,1497 W 9,1961,1968,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaf74d3f99f787f941/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,1465 W 3,1961,1968,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa3eb3a9a48f499d4/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,1485 W 5,1961,1968,https://archives-deux-sevres-vienne.fr/ark:/58825/vta11f548b89d3e8304/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 13,1962,1962,https://archives-deux-sevres-vienne.fr/ark:/58825/vtaa39ecd8a8dc8c46b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,1494 W 6,1962,1962,https://archives-deux-sevres-vienne.fr/ark:/58825/vta4775a731e0571f81/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 14,1963,1963,https://archives-deux-sevres-vienne.fr/ark:/58825/vta3c693538a5c0024d/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,1485 W 4,1963,1965,https://archives-deux-sevres-vienne.fr/ark:/58825/vtad7dba9ee7a1e81be/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,3 Q 3/39,1963,1966,https://archives-deux-sevres-vienne.fr/ark:/58825/vta0a854b8b7634ae8e/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,1494 W 7,1963,1966,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6b81ee177142e77c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 15,1964,1965,https://archives-deux-sevres-vienne.fr/ark:/58825/vtacd21f3605f12af93/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 16,1966,1967,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac93f26dc35baba9a/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,1467 W 6,1963,1967,https://archives-deux-sevres-vienne.fr/ark:/58825/vtab273a0c307cc7708/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,1485 W 6,1966,1967,https://archives-deux-sevres-vienne.fr/ark:/58825/vtac038101d46ed065b/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Argenton-Château,1492 W 2,1967,1968,https://archives-deux-sevres-vienne.fr/ark:/58825/vta7d67261d198d8c42/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Thouars,1494 W 8,1967,1969,https://archives-deux-sevres-vienne.fr/ark:/58825/vta3edfb49081bca334/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Bressuire,1497 W 11,1968,1968,https://archives-deux-sevres-vienne.fr/ark:/58825/vta2a5ee77ec00ec5c3/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Chef-Boutonne,1465 W 4,1968,1968,https://archives-deux-sevres-vienne.fr/ark:/58825/vta03df9f20c74df2e4/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Melle,1467 W 7,1968,1968,https://archives-deux-sevres-vienne.fr/ark:/58825/vta6cebc5a83273482c/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Niort,1480 W 17,1968,1968,https://archives-deux-sevres-vienne.fr/ark:/58825/vta72cfe074689043ac/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
Saint-Maixent-l'École,1485 W 7,1968,1968,https://archives-deux-sevres-vienne.fr/ark:/58825/vta0d803574c8a2f444/daogrp/0/layout:table/idsearch:RECH_84502e2f28aebff5779a1ea10c7d255f
